prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max
432,No Watermark,,,,"MANILA, Philippines — Philippine National Police (PNP) chief Director General Oscar Albayalde said on Monday that the relieved chief of Bacolod City police and four other police officers who were linked to illegal drugs would be given due process.","

The PNP chief said that Albayalde’s comments were taken out of context and said that the officers who had been accused of having been involved in illegal drugs were given due process.

“The PNP has officially appointed the four police officers who were involved in illegal drugs as” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ”",99,33,0.3333333333333333,1.9148542155126762,0.027755549048935523,Human/Unwatermarked,0.0,49,0.673469387755102,0.875,0.326530612244898,,,
432,Fixed Delta 0.5,0.5,,,"MANILA, Philippines — Philippine National Police (PNP) chief Director General Oscar Albayalde said on Monday that the relieved chief of Bacolod City police and four other police officers who were linked to illegal drugs would be given due process.","

The PNP chief said that Albayalde’s comments were taken out of context and said that the officers who had been accused of having been involved in illegal activities were being investigated as fugitives.

“They will be granted the due process,” Albayalde told reporters in Manila. He said the officers, who were accused of having been involved in illegal activities in Bacolod City, would be given due process.

The PNP chief said that",99,29,0.29292929292929293,0.9864400504156211,0.1619586099219501,Human/Unwatermarked,0.0,73,0.5753424657534246,0.7916666666666666,0.4246575342465754,0.5,0.5,0.5
432,Fixed Delta 1.0,1.0,,,"MANILA, Philippines — Philippine National Police (PNP) chief Director General Oscar Albayalde said on Monday that the relieved chief of Bacolod City police and four other police officers who were linked to illegal drugs would be given due process.","

The PNP chief said that Albayalde’s comments were taken out of context as they did not include the names of the four policemen killed in November. He said Albayalde was not answering questions about the police killings of the four policemen.

“The PNP chief is not going to be allowed to express any opinion about the police killings of these four officers. He will be given the due process of law and order,” Albayalde told reporters after",99,35,0.35353535353535354,2.379061298061204,0.008678394706350628,Human/Unwatermarked,0.0,78,0.6538461538461539,0.8831168831168831,0.34615384615384615,1.0,1.0,1.0
432,Fixed Delta 2.0,2.0,,,"MANILA, Philippines — Philippine National Police (PNP) chief Director General Oscar Albayalde said on Monday that the relieved chief of Bacolod City police and four other police officers who were linked to illegal drugs would be given due process.","

""It will not be enough for us to keep our police force,"" Albayalde told reporters, adding that the PNP officers are to be relieved of their posts after they were implicated in an incident in May.

""Those who are not guilty should be given due process, because they deserve to be there,"" Albayalde, who leads the PNP, said during a briefing in Manila.

He said officials of the Philippine Human Rights Commission (PHRC) would not",99,68,0.6868686868686869,10.038478160111909,5.162741433689114e-24,Watermarked,1.0,75,0.76,0.972972972972973,0.24,2.0,2.0,2.0
432,Fixed Delta 3.0,3.0,,,"MANILA, Philippines — Philippine National Police (PNP) chief Director General Oscar Albayalde said on Monday that the relieved chief of Bacolod City police and four other police officers who were linked to illegal drugs would be given due process.","

""It will not be enough for us to keep our police force,"" Albayalde stated (Tuesday afternoon). ""If these officers are not given due process, that will cause us to suffer.""

""However,"" Albayalde continued, ""we are not looking for excuses."" He said the PNP is providing ""all possible remedies.""

He also said Albayalde also said he would not be in favour of the exodus of the policemen from Bacolod City if the",99,71,0.7171717171717171,10.7347887839347,3.49392904769601e-27,Watermarked,1.0,71,0.704225352112676,0.9285714285714286,0.295774647887324,3.0,3.0,3.0
432,Adaptive Delta,adaptive,0.5,3.0,"MANILA, Philippines — Philippine National Police (PNP) chief Director General Oscar Albayalde said on Monday that the relieved chief of Bacolod City police and four other police officers who were linked to illegal drugs would be given due process.","

""It was set up for betterment of the situation. They are not suspects, but they are facing charges that they committed a crime,"" Albayalde told reporters outside a court in Manila.

""However, they will be given fair processes to proceed. If there are discrepancies among the two officers, there will be some pressure in the judicial system to expedite their return.""

Search warrants, which have been filed against eight of the 11 police officers, were first served on",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,78,0.7948717948717948,0.961038961038961,0.20512820512820518,1.8354529917240143,1.6180340051651,2.4046478271484375
433,No Watermark,,,,"As one of “Hawaii’s Best” when it comes to providing professional service, quality products and ample selection at affordable prices, Golden Cabinets & Stone assists Hawaii residents with pending building projects, upgrades and renovations — all while staying"," true to Hawaii’s character and charm.

At Golden Cabinets & Stone, we pride ourselves on being the best and most accomplished in Hawaii’s commercial and residential space. We pride ourselves on being the best and most experienced in Hawaii’s commercial and residential space, providing professional services to our customers and our staff. We also pride ourselves on being Hawaii’s best in Hawaii’s residential space.

Do you need furniture and decor? We have everything",99,18,0.18181818181818182,-1.5666989036012806,0.941407456400931,Human/Unwatermarked,0.0,77,0.5064935064935064,0.7105263157894737,0.49350649350649356,,,
433,Fixed Delta 0.5,0.5,,,"As one of “Hawaii’s Best” when it comes to providing professional service, quality products and ample selection at affordable prices, Golden Cabinets & Stone assists Hawaii residents with pending building projects, upgrades and renovations — all while staying"," true to Hawaii’s special sense of style.

Golden Cabinets & Stone is a small, but dedicated team dedicated to serving our customers. Our team is well-versed in providing quality products and service for our customers.

Golden Cabinets & Stone’s team has extensive experience in providing high quality products and services, so they understand how to make a great purchase.

Our team is committed to providing a professional and efficient experience for our customers. We have experienced",99,33,0.3333333333333333,1.9148542155126762,0.027755549048935523,Human/Unwatermarked,0.0,77,0.6103896103896104,0.868421052631579,0.38961038961038963,0.5,0.5,0.5
433,Fixed Delta 1.0,1.0,,,"As one of “Hawaii’s Best” when it comes to providing professional service, quality products and ample selection at affordable prices, Golden Cabinets & Stone assists Hawaii residents with pending building projects, upgrades and renovations — all while staying"," true to Hawaii’s special pastime.

At Golden Cabinets & Stone, our team is committed to providing the best service for the first 100 years of construction and remodeling. If you are experiencing issues with your project, call the office of Golden Cabinets & Stone at (808) 741-3821 or visit our website at www.goldbergcabinetsandstone.com.

Golden Cabinets & Stone is a full service commercial real estate management and design",99,37,0.37373737373737376,2.8432683806097314,0.0022326725999624137,Human/Unwatermarked,0.0,68,0.7647058823529411,0.9402985074626866,0.23529411764705888,1.0,1.0,1.0
433,Fixed Delta 2.0,2.0,,,"As one of “Hawaii’s Best” when it comes to providing professional service, quality products and ample selection at affordable prices, Golden Cabinets & Stone assists Hawaii residents with pending building projects, upgrades and renovations — all while staying"," true to Hawaii’s special pastime and spirit.

Having been in business for 30 years, our team is well-versed in providing high quality personal service to both residents and visitors. Our team is adept at providing customized home improvement projects, upgrading, remodeling, or building upgrades. Our team is also mindful of the quality of the material we provide, offering a great value and quality.

Whether you are a homeowner or a business owner, we are here to help you",99,63,0.6363636363636364,8.87796045374059,3.4048719575050004e-19,Watermarked,1.0,80,0.7125,0.9367088607594937,0.2875,2.0,2.0,2.0
433,Fixed Delta 3.0,3.0,,,"As one of “Hawaii’s Best” when it comes to providing professional service, quality products and ample selection at affordable prices, Golden Cabinets & Stone assists Hawaii residents with pending building projects, upgrades and renovations — all while staying"," true to Hawaii’s special pastime and spirit.

Subscribe Now To Our Newsletter

Follow our digital daily newsletter and get exclusive promotions

April 25, 2017 — In honor of Hawaii’s 150 years of history as a Hawaii State’s first casino, Golden Cabinets & Stone LLC is providing Hawaii residents with unique experiences. The company offers a wide selection of select casino amenities — including, mass gaming halls, premium suites, and indoor terraces. The company offers",99,71,0.7171717171717171,10.7347887839347,3.49392904769601e-27,Watermarked,1.0,74,0.7702702702702703,0.958904109589041,0.22972972972972971,3.0,3.0,3.0
433,Adaptive Delta,adaptive,0.5,3.0,"As one of “Hawaii’s Best” when it comes to providing professional service, quality products and ample selection at affordable prices, Golden Cabinets & Stone assists Hawaii residents with pending building projects, upgrades and renovations — all while staying"," true to Hawaii’s special pastime.

At Golden Cabinets & Stone, our team is committed to providing the best service for the first 100 years. Our team is fluent in Hawaiian and the local language. Our team is friendly, friendly and helpful with all of our projects.

Our goal is to make your life easier, so you don’t feel like you have to worry about missing anything important. Our team is there for you, ready to help with every project",99,59,0.5959595959595959,7.949546288643535,9.359791413521555e-16,Watermarked,0.9999999999999991,80,0.7,0.9240506329113924,0.30000000000000004,1.8382834446430207,1.6180340051651,2.326230525970459
434,No Watermark,,,,"I will say flat out that I didn’t think December would be a down month, and yet it is shaping up to be the worst December since 1931, possibly ever when the month is over. Needless to say, the economic environment"," is pretty bad, with the economy functioning better than it has in years past.

As for the job market, while the unemployment rate is below 5% right now, there is still a bigger problem in the economy. The unemployment rate has hit a 68% high, meaning that most of the unemployed people’s job-seeking is in the rest of the country.

In fact, the unemployment rate is more than ten times higher than it was last year, and the economy is",99,26,0.26262626262626265,0.29012942659282975,0.38585861217276185,Human/Unwatermarked,0.0,82,0.6341463414634146,0.8765432098765432,0.36585365853658536,,,
434,Fixed Delta 0.5,0.5,,,"I will say flat out that I didn’t think December would be a down month, and yet it is shaping up to be the worst December since 1931, possibly ever when the month is over. Needless to say, the economic environment"," is pretty bad, with the economy functioning better than it has in years. The good news is that the economy is doing much better and that there are some bright spots.

The big real news is that the economy is still performing at about the same level as it did a year ago, although it is not as strong as it used to be. The unemployment rate is at a low of 6.6%, and the average hourly premium for people who work for or have worked for the economy this",99,38,0.3838383838383838,3.075371921883995,0.0010512010198350896,Human/Unwatermarked,0.0,91,0.6483516483516484,0.9111111111111111,0.3516483516483516,0.5,0.5,0.5
434,Fixed Delta 1.0,1.0,,,"I will say flat out that I didn’t think December would be a down month, and yet it is shaping up to be the worst December since 1931, possibly ever when the month is over. Needless to say, the economic environment"," is pretty bad, with the economy functioning better than it has in years. The housing market is also very weak, with people falling and jobs scarce.

April and May will both be marked as severe weeks, and since the economy is weak, it will be hard to sell. It will probably take a lot of losses to make up for the lack of sales.

I’ve gone through a lot of the month of April and May, and I’ve come to this",99,39,0.3939393939393939,3.307475463158259,0.00047070479296677613,Human/Unwatermarked,0.0,83,0.6506024096385542,0.9146341463414634,0.3493975903614458,1.0,1.0,1.0
434,Fixed Delta 2.0,2.0,,,"I will say flat out that I didn’t think December would be a down month, and yet it is shaping up to be the worst December since 1931, possibly ever when the month is over. Needless to say, the economic environment"," is looking more and more like a serious recession.

It is also instructive to note that the economy is also in recession and there is also an increasing amount of uncertainty about what kind of bigger downturn this is going to bring – it has become a question of whether the Federal Reserve can keep up its stimulus’s pace for now. A few days ago it was said that the Federal Reserve could well sign an agreement in the next few days if it decided to keep the funds rate steady.",99,56,0.5656565656565656,7.2532356648207434,2.0346556800431047e-13,Watermarked,0.9999999999997965,91,0.6703296703296703,0.9333333333333333,0.3296703296703297,2.0,2.0,2.0
434,Fixed Delta 3.0,3.0,,,"I will say flat out that I didn’t think December would be a down month, and yet it is shaping up to be the worst December since 1931, possibly ever when the month is over. Needless to say, the economic environment"," is looking a bit shaky, which means more people are turning to their homes rather than holidaying, which means Christmas is going to make it look even less exciting to most of the tourists and real residents. I know some tourists still are not looking for a holiday, but it’s hard to argue this’s really a holiday when most of the tourists have left the area for another winter in order to avoid the snow. However, people are leaving for another winter, and it’",99,78,0.7878787878787878,12.359513572854546,2.1638374768437998e-35,Watermarked,1.0,86,0.6627906976744186,0.9058823529411765,0.33720930232558144,3.0,3.0,3.0
434,Adaptive Delta,adaptive,0.5,3.0,"I will say flat out that I didn’t think December would be a down month, and yet it is shaping up to be the worst December since 1931, possibly ever when the month is over. Needless to say, the economic environment"," is looking more and more like a serious recession.

It is also instructive to note that the economy is also in recession and there is also an increasing amount of uncertainty about what kind of bigger downturn this is going to bring – it has become a question of whether the Federal Reserve can keep up its stimulus’s cycle with the current level of investment, or whether it can keep the current level of investment in the economy.

Interest rates are now well under 1.5% and",99,59,0.5959595959595959,7.949546288643535,9.359791413521555e-16,Watermarked,0.9999999999999991,87,0.6551724137931034,0.9069767441860465,0.3448275862068966,1.9211242842674254,1.6180340051651,2.4500479698181152
435,No Watermark,,,,"In November, Dubai won its bid to host the World Expo 2020. The city beat competition from Ekaterinburg in Russia, Izmir in Turkey and Sao Paolo in Brazil. Although the decision wasn't widely reported around the world, here in"," Dubai, it did.

The deal was on the table. The United Arab Emirates, the UAE, Egypt, India, and Qatar are the key players in the deal. There were real discussions about the UAE's role in the project.

But Dubai's contract was not renewed, and the UAE’s minister of state for foreign affairs, Sheikha al-Maqbool, decided that the UAE would accept any proposal to host the Expo 2020.

However, this",99,32,0.32323232323232326,1.6827506742384124,0.04621168370527735,Human/Unwatermarked,0.0,71,0.7746478873239436,0.9428571428571428,0.22535211267605637,,,
435,Fixed Delta 0.5,0.5,,,"In November, Dubai won its bid to host the World Expo 2020. The city beat competition from Ekaterinburg in Russia, Izmir in Turkey and Sao Paolo in Brazil. Although the decision wasn't widely reported around the world, here in"," Dubai, it did.

The deal was on the table. The United Arab Emirates, the UAE, Egypt, Saudi Arabia and Qatar are the key players in the deal. Saudi Arabia, as well as Qatar, are the other two countries involved. Dubai's bid was reported by Gulf News, and it’s a good thing that the UAE is going to win.

In fact, Dubai’s bid was a good one. The UAE has not won a global Expo this",99,29,0.29292929292929293,0.9864400504156211,0.1619586099219501,Human/Unwatermarked,0.0,77,0.6493506493506493,0.8947368421052632,0.35064935064935066,0.5,0.5,0.5
435,Fixed Delta 1.0,1.0,,,"In November, Dubai won its bid to host the World Expo 2020. The city beat competition from Ekaterinburg in Russia, Izmir in Turkey and Sao Paolo in Brazil. Although the decision wasn't widely reported around the world, here in"," Dubai, only a small percentage of the seats are on offer, and the organizers are not sure if they will be willing to sell them. The big sponsor of the event, Qatar Airways, recently announced that it is planning to sell its Emirates-branded seats to Dubai. Considering that these are the first seats on offer in Arab Emirates, it is likely that the organizers would want to sell as much as possible.",82,42,0.5121951219512195,5.483159732344709,2.088977306715907e-08,Watermarked,0.999999979110227,73,0.6575342465753424,0.9166666666666666,0.34246575342465757,1.0,1.0,1.0
435,Fixed Delta 2.0,2.0,,,"In November, Dubai won its bid to host the World Expo 2020. The city beat competition from Ekaterinburg in Russia, Izmir in Turkey and Sao Paolo in Brazil. Although the decision wasn't widely reported around the world, here in"," Dubai, only 19 out of the top 100 stalls on offer, are located outside of the capital. (The company had to submit a 10-page request to the UAE for its proposals, which included an agreement to host Expo 2020.) The company had promised Dubai would pay for the development, which included an estimated $500 million, but it also said that it would not be paying for its own airport in its bid. The company said it has no intention of selling or investing in its own airport this",99,73,0.7373737373737373,11.198995866483228,2.061905353433795e-29,Watermarked,1.0,89,0.6741573033707865,0.8863636363636364,0.3258426966292135,2.0,2.0,2.0
435,Fixed Delta 3.0,3.0,,,"In November, Dubai won its bid to host the World Expo 2020. The city beat competition from Ekaterinburg in Russia, Izmir in Turkey and Sao Paolo in Brazil. Although the decision wasn't widely reported around the world, here in"," Dubai, only 19 out of the top 400 stalls on offer in Abu Dhabi's Expo Center have got a chance to relocate. The city has already received one bid for Dubai, which was collected by a firm called ""Africa's Best,"" who are now the largest bidder. The company has set up its own office, which employs three people and operates the UAE based business (which operates its own business in Africa).

Though the UAE has no specific plan for Dubai, we can say one thing",99,81,0.8181818181818182,13.055824196677339,2.943472539265963e-39,Watermarked,1.0,85,0.7647058823529411,0.9642857142857143,0.23529411764705888,3.0,3.0,3.0
435,Adaptive Delta,adaptive,0.5,3.0,"In November, Dubai won its bid to host the World Expo 2020. The city beat competition from Ekaterinburg in Russia, Izmir in Turkey and Sao Paolo in Brazil. Although the decision wasn't widely reported around the world, here in"," Dubai, only 19 out of the top 100 stalls on offer, are located outside of the capital. (The company had to submit a 10-page request to the UAE for its proposals, which included an agreement to host Expo 2020.) The company had promised Dubai would pay for the development, which included an estimated $500 million, but it also said that it would not be paying for its own airport in its bid.

The company has said that it has no plans to move to Abu Dhabi",99,67,0.6767676767676768,9.806374618837644,5.2848962805356706e-23,Watermarked,1.0,87,0.6781609195402298,0.8953488372093024,0.32183908045977017,1.9473036694526673,1.6180340051651,2.3925535678863525
436,No Watermark,,,,"NEW YORK, Feb. 16, 2016 /PRNewswire/ -- Companies involved in U.S. construction plan on intensifying their involvement in green building over the next three years, according to the new World Green Building Trends Study from Dodge Data"," Inc.

The study, released today (Feb. 16, 2016), shows that green building (not carbon-based construction and energy production) is forecast to grow at a CAGR of 7.9% from 2015 to 2023, as the country begins to adapt to a new climate.

""The green building industry is engaged in a massive pace of green building with nearly 90% of companies using the energy it generates to build their homes and businesses,"" said John Gerstenma",99,23,0.23232323232323232,-0.4061811972299616,0.6576952657166102,Human/Unwatermarked,0.0,75,0.76,0.972972972972973,0.24,,,
436,Fixed Delta 0.5,0.5,,,"NEW YORK, Feb. 16, 2016 /PRNewswire/ -- Companies involved in U.S. construction plan on intensifying their involvement in green building over the next three years, according to the new World Green Building Trends Study from Dodge Data"," Inc.

The study, released today (Feb. 16) by Dodge Data Inc., features a wide range of information on the industry from the key companies that participate in the Green Building Trends Study.

Developed by the Green Building Trends Initiative, the study features a holistic, comprehensive overview of the green building industry, with a focus on the investment, design, construction, and marketing phases in order to collect the most relevant insights.

In addition, the study is designed to help",99,31,0.31313131313131315,1.4506471329641486,0.07343907182033664,Human/Unwatermarked,0.0,78,0.6410256410256411,0.8831168831168831,0.3589743589743589,0.5,0.5,0.5
436,Fixed Delta 1.0,1.0,,,"NEW YORK, Feb. 16, 2016 /PRNewswire/ -- Companies involved in U.S. construction plan on intensifying their involvement in green building over the next three years, according to the new World Green Building Trends Study from Dodge Data"," and the Center for Environmental Analysis (CEA).

The study found that ""green building"" (not carbon-based construction and energy production) accounts for about 13 percent of the U.S. construction and energy production, with a fifth of the growth in green building reported in 2015. Similarly, green building accounts for nearly 15 percent of the U.S. construction and energy production, with a third of the growth in green building reported in 2015. For the third year in a row,",99,43,0.43434343434343436,4.235889628255314,1.138242922895398e-05,Watermarked,0.9999886175707711,80,0.475,0.6835443037974683,0.525,1.0,1.0,1.0
436,Fixed Delta 2.0,2.0,,,"NEW YORK, Feb. 16, 2016 /PRNewswire/ -- Companies involved in U.S. construction plan on intensifying their involvement in green building over the next three years, according to the new World Green Building Trends Study from Dodge Data"," and the Center for Environmental Analysis (CEA).

""As global warming worsens, green building is becoming more complex and important as a source of transportation and infrastructure infrastructure,"" said Dodge Data Executive Director Eric Sorkin. ""The study highlights the potential for green building to provide a better future for millions of Americans and their families.""

""As global warming worsens, green building is becoming more complex and important as a source of transportation and infrastructure infrastructure,"" said Dodge Data Executive Director Eric",99,62,0.6262626262626263,8.645856912466327,2.6701500224408945e-18,Watermarked,1.0,80,0.5125,0.6708860759493671,0.48750000000000004,2.0,2.0,2.0
436,Fixed Delta 3.0,3.0,,,"NEW YORK, Feb. 16, 2016 /PRNewswire/ -- Companies involved in U.S. construction plan on intensifying their involvement in green building over the next three years, according to the new World Green Building Trends Study from Dodge Data"," and the Center for Environmental Policy Research and Policy. Global companies, whether they are ""greening"" the buildings themselves, or whether and where they employ the materials they use, are significantly influenced by this trend of emissions reduction. Among U.S. green building firms, American Construction has, among the top three-largest emitters, attributed average energy-inverting (EV) costs of 90 percent to 80 percent more energy-intensive construction materials (e.g. wood, plastic, rubber",99,74,0.7474747474747475,11.431099407757491,1.4619162413214889e-30,Watermarked,1.0,74,0.7837837837837838,1.0,0.21621621621621623,3.0,3.0,3.0
436,Adaptive Delta,adaptive,0.5,3.0,"NEW YORK, Feb. 16, 2016 /PRNewswire/ -- Companies involved in U.S. construction plan on intensifying their involvement in green building over the next three years, according to the new World Green Building Trends Study from Dodge Data"," and the Center for Environmental Analysis (CEA).

""As global warming worsens, green building is becoming more complex and important as a source of transportation and infrastructure infrastructure,"" said Dodge Data Executive Director Eric Sorkin. ""The study highlights the potential for green building to provide a better future for millions of Americans and their families.""

""As global warming worsens, green building is becoming more complex and important as a source of transportation and infrastructure infrastructure,"" said Dodge Data Executive Director Eric",99,62,0.6262626262626263,8.645856912466327,2.6701500224408945e-18,Watermarked,1.0,80,0.5125,0.6708860759493671,0.48750000000000004,1.829484452009201,1.6180340051651,2.5201528072357178
437,No Watermark,,,,"The first major of the year began on Thursday as the 83rd edition of the Masters kicked off at Augusta. Tiger Woods enjoyed an impressive first round, with John Rahm and Adam Scott among those atop the leader board after the opening day's"," opening round. The two-time major winner also led the pack after the first two rounds, with Rahm having the edge over Scott at six under. Meanwhile, Scott, who was collected in the lead by Rory McIlroy, is one shot behind the leader with scores of 69, 67 and 71.”It’s been nice to be playing in Augusta,” Rahm said. “I’ve played here a lot and I’ve been coming out",99,27,0.2727272727272727,0.5222329678670935,0.30075406722029496,Human/Unwatermarked,0.0,73,0.8082191780821918,0.9861111111111112,0.1917808219178082,,,
437,Fixed Delta 0.5,0.5,,,"The first major of the year began on Thursday as the 83rd edition of the Masters kicked off at Augusta. Tiger Woods enjoyed an impressive first round, with John Rahm and Adam Scott among those atop the leader board after the opening day's"," opening round. The two-time major winner also led the pack with a two-stroke victory over Brooks Koepka.
Jordan Spieth, who went on to win the British Open, won his first major in three years with a 6-under 68 to edge away from fellow American Bradley Wiggins.
“It’s been nice to play,” Spieth said after his second round. “I’ve played a lot of well so far. I’",99,31,0.31313131313131315,1.4506471329641486,0.07343907182033664,Human/Unwatermarked,0.0,71,0.8169014084507042,0.9857142857142858,0.18309859154929575,0.5,0.5,0.5
437,Fixed Delta 1.0,1.0,,,"The first major of the year began on Thursday as the 83rd edition of the Masters kicked off at Augusta. Tiger Woods enjoyed an impressive first round, with John Rahm and Adam Scott among those atop the leader board after the opening day's"," opening round. The two-time major winner was on track to make the cut, but he got a bogey on his opening hole at The Players Championship. Woods made his way through the field to make his way onto the leaderboard, but the field quickly moved to scores of 69, 71, 71 and 72. The tournament is the first major to be held in Augusta National Park with supporters allowed in.",82,39,0.47560975609756095,4.718067676668703,1.1904764806035689e-06,Watermarked,0.9999988095235194,71,0.704225352112676,0.9571428571428572,0.295774647887324,1.0,1.0,1.0
437,Fixed Delta 2.0,2.0,,,"The first major of the year began on Thursday as the 83rd edition of the Masters kicked off at Augusta. Tiger Woods enjoyed an impressive first round, with John Rahm and Adam Scott among those atop the leader board after the opening day's"," opening round. The Open champion was one shot behind on leader Ben Christiana's lead. He got a birdie at 10-under par, which included an eagle and a birdie putt for his 2,000th career win.

""It's a great feeling. It's a great start to the tournament,"" Rahm said. ""I want to keep playing like this."" Woods made his way into the picture with a birdie putt for his third consecutive victory, coming off",99,64,0.6464646464646465,9.110063995014853,4.116669580158606e-20,Watermarked,1.0,74,0.7972972972972973,0.9041095890410958,0.20270270270270274,2.0,2.0,2.0
437,Fixed Delta 3.0,3.0,,,"The first major of the year began on Thursday as the 83rd edition of the Masters kicked off at Augusta. Tiger Woods enjoyed an impressive first round, with John Rahm and Adam Scott among those atop the leader board after the opening day's"," opening round. The Open champion was one put off on second, and the top three players were in for an even par-4 afternoon of action on Saturday. Rahm, who sits within three shots behind the top three players heading into the weekend, had his way with Rahm, who holed an 8-foot par putt for his third-in-a-row from 16 feet on 18. Rahm, who barely got a birdie putt for his second victory of the tournament",99,74,0.7474747474747475,11.431099407757491,1.4619162413214889e-30,Watermarked,1.0,80,0.6875,0.9113924050632911,0.3125,3.0,3.0,3.0
437,Adaptive Delta,adaptive,0.5,3.0,"The first major of the year began on Thursday as the 83rd edition of the Masters kicked off at Augusta. Tiger Woods enjoyed an impressive first round, with John Rahm and Adam Scott among those atop the leader board after the opening day's"," opening round. The Open champion was one shot behind on leader Ben Christiana's lead. He got a birdie at 10-under par, which included an eagle and a birdie putt for birdie. Rahm, who won the tournament as a teenager, won the tournament as a two-time PGA Tour winner with a five-under par score. He was one shot behind in third. Rahm, who won the event as a two-time PGA Tour winner with a",99,64,0.6464646464646465,9.110063995014853,4.116669580158606e-20,Watermarked,1.0,77,0.5974025974025974,0.7368421052631579,0.4025974025974026,1.8238433027267456,1.6180340051651,2.3735485076904297
438,No Watermark,,,,"Debutant Andrew Tye registered the second hat-trick of the day as a clinical Gujarat Lions defeated Rising Pune Supergiant by seven wickets to notch up their first win in the ongoing Indian Premier League, here today. Opt","ing to bat first in the match, the Lions were bowled out for 192 as Rising Pune (103/6) smashed a mammoth 499 runs in just 36.3 overs.
As per the results, Rising Pune will be the first side to win the tournament. It was a tight match with the Lions losing three wickets in the last 10 overs.
Leading the Lions in the innings, the opening batsman Andrew Tye registered the second hat-trick of the",99,25,0.25252525252525254,0.058025885318565944,0.4768640048788747,Human/Unwatermarked,0.0,78,0.6923076923076923,0.935064935064935,0.3076923076923077,,,
438,Fixed Delta 0.5,0.5,,,"Debutant Andrew Tye registered the second hat-trick of the day as a clinical Gujarat Lions defeated Rising Pune Supergiant by seven wickets to notch up their first win in the ongoing Indian Premier League, here today. Opt","ing to bat first in the match, the Lions were bowled out for 147 as they started the day with five wickets in hand. The Lions were eventually bowling out for 100 as they bowled off the first nine balls of the game.

After scoring their first wicket, the Lions were bowled out for 25 with Kedar Jadhav, Mohammed Siraj, and Suresh Raina uncapped in the first overs. After skipper Virat Kohli bowled out",99,36,0.36363636363636365,2.6111648393354674,0.004511719409040163,Human/Unwatermarked,0.0,74,0.6216216216216216,0.8356164383561644,0.3783783783783784,0.5,0.5,0.5
438,Fixed Delta 1.0,1.0,,,"Debutant Andrew Tye registered the second hat-trick of the day as a clinical Gujarat Lions defeated Rising Pune Supergiant by seven wickets to notch up their first win in the ongoing Indian Premier League, here today. Opt","ing to bat first in the match, the tourists were bowled out for 147 and were left to rely on Nathan Lyon's partnership with Mitchell Starc to steer the visitors into a win.
As per the match record by the visitors, the captain had scored nine wickets in his first two matches in the league, and with Tye taking the second wicket in his stead, the visitors were in control.
The opening wicket partnership between Nathan Lyon and Nathan Hughes, who was dismissed for",99,42,0.42424242424242425,4.003786086981051,3.1168367625803447e-05,Watermarked,0.9999688316323742,84,0.6428571428571429,0.9397590361445783,0.3571428571428571,1.0,1.0,1.0
438,Fixed Delta 2.0,2.0,,,"Debutant Andrew Tye registered the second hat-trick of the day as a clinical Gujarat Lions defeated Rising Pune Supergiant by seven wickets to notch up their first win in the ongoing Indian Premier League, here today. Opt","ing out of the tournament due to injury, Tye registered his second hat-trick of the game, which had India fielding at a good pace. Meanwhile, Mumbai Indians will head into the match with the top three spots on the table after the first game against Delhi Capitals. The match starts at 8 pm (ET).

Gujarat Lions: Andrew Tye (27)

Rising Pune Supergiant: Andrew Tye (27)

Rising Pune",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,68,0.7647058823529411,0.9104477611940298,0.23529411764705888,2.0,2.0,2.0
438,Fixed Delta 3.0,3.0,,,"Debutant Andrew Tye registered the second hat-trick of the day as a clinical Gujarat Lions defeated Rising Pune Supergiant by seven wickets to notch up their first win in the ongoing Indian Premier League, here today. Opt","ing out of the tournament due to injury, Tye registered his second hat-trick of the game in five matches as a clinical side reached the first round with a mammoth 51-run win at Ujjain in an action-packed match on Saturday. The Gujarat Lions, who are now ranked fifth after three victories, went with Kedar Jadhav, Sarfaraz Ahmed and Indatali Patil as their bowlers, looking for an eighth win in 13 IPL matches to clinch",99,67,0.6767676767676768,9.806374618837644,5.2848962805356706e-23,Watermarked,1.0,77,0.8311688311688312,0.9868421052631579,0.16883116883116878,3.0,3.0,3.0
438,Adaptive Delta,adaptive,0.5,3.0,"Debutant Andrew Tye registered the second hat-trick of the day as a clinical Gujarat Lions defeated Rising Pune Supergiant by seven wickets to notch up their first win in the ongoing Indian Premier League, here today. Opt","ing to bat first in the match, the tourists found their breakthrough as they made 41 off 29 balls before the score had been reduced to 116 for four. Meanwhile, Mumbai Indians (MI) won the toss and elected to bat first. The Mumbai captain Rishabh Pant was awarded the captaincy.
“It’s a tough test for us to bat first. We have to bat well. The batters are playing a lot better this time,” Pant said after the match",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,79,0.7341772151898734,0.9230769230769231,0.26582278481012656,1.8676130723953248,1.6180340051651,2.4348373413085938
